"destination","commercial.flag","city","region","country","fligh.direction","flight.type","date","date.year","nbr.of.passengers","cargo.weight","nbr.of.flights","seat.capacity"
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2008-05-01,2008,2446,0,18,3240
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2008-08-01,2008,2614,0,18,3240
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2008-11-01,2008,1971,0,13,2340
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2009-01-01,2009,1591,0,13,2340
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2008-10-01,2008,1970,0,13,2340
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2009-02-01,2009,1727,0,13,2340
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2009-06-01,2009,2672,0,17,3060
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2010-11-01,2010,2296,0,17,3060
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2009-08-01,2009,2440,0,18,3240
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2009-12-01,2009,2422,0,16,2880
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Non Scheduled",2011-11-01,2011,179,0,3,224
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Non Scheduled",2008-04-01,2008,0,0,1,112
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2007-07-01,2007,2251,0,14,2520
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2007-10-01,2007,1992,0,13,2316
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2008-03-01,2008,2600,0,18,3240
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2009-02-01,2009,1684,0,12,2160
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2009-09-01,2009,2599,0,17,3060
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2012-03-01,2012,3204,0,24,4320
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2011-10-01,2011,3199,0,22,3960
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2011-05-01,2011,3041,0,22,3960
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2011-03-01,2011,2179,0,18,3240
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2008-04-01,2008,2430,0,17,3060
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2008-09-01,2008,2302,0,15,2700
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2009-05-01,2009,2454,0,18,3240
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2009-11-01,2009,2347,0,18,3240
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2010-06-01,2010,2598,0,17,3060
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2010-02-01,2010,1990,0,16,2880
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2007-02-01,2007,1247,0,12,2160
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2008-05-01,2008,2671,0,18,3240
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2008-11-01,2008,2089,0,13,2340
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2009-06-01,2009,2521,0,17,3060
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2009-08-01,2009,2850,0,18,3240
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2011-11-01,2011,2282,0,17,3060
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2011-04-01,2011,3116,0,21,3780
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2007-08-01,2007,2024,0,13,2340
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2010-10-01,2010,2674,0,18,3240
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2010-03-01,2010,2372,0,18,3240
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2010-01-01,2010,1608,0,16,2880
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Non Scheduled",2009-09-01,2009,87,0,1,112
"Malmö","Commercial","Malmö","","Sweden","Incoming","Non Scheduled",2008-04-01,2008,78,0,1,112
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2011-08-01,2011,3635,0,22,3960
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2008-07-01,2008,2632,0,17,3060
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2010-05-01,2010,2686,0,18,3249
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2010-01-01,2010,2171,0,17,3060
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2011-08-01,2011,3162,0,22,3960
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2011-07-01,2011,3602,0,22,3960
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2011-06-01,2011,3412,0,22,3960
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2007-10-01,2007,1949,0,13,2340
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2008-01-01,2008,1309,0,13,2340
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2009-07-01,2009,2862,0,18,3240
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2009-10-01,2009,2308,0,16,2880
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2010-07-01,2010,2953,0,18,3240
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2010-04-01,2010,1980,0,14,2520
"Malmö","Commercial","Malmö","","Sweden","Incoming","Non Scheduled",2011-11-01,2011,178,0,2,224
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2011-12-01,2011,1995,0,15,2700
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2011-06-01,2011,3348,0,22,3960
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2008-04-01,2008,2517,0,17,3060
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2008-09-01,2008,2217,0,15,2700
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2009-01-01,2009,1978,0,13,2340
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2009-10-01,2009,2517,0,17,3060
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2010-04-01,2010,1961,0,14,2520
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2012-06-01,2012,4621,0,30,5400
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2007-01-01,2007,1319,0,15,2700
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2007-11-01,2007,1495,0,12,2160
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2009-04-01,2009,2558,0,17,3060
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2010-08-01,2010,3177,0,22,3960
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Non Scheduled",2011-09-01,2011,43,0,1,95
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2011-10-01,2011,3407,0,23,4140
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2011-09-01,2011,3340,0,22,3960
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2007-05-01,2007,2014,0,13,2340
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2007-06-01,2007,1912,0,12,2147
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2007-08-01,2007,2045,0,13,2340
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2008-10-01,2008,2064,0,13,2340
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2009-04-01,2009,2595,0,17,3060
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2010-12-01,2010,2427,0,18,3240
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2010-09-01,2010,2977,0,20,3600
"Malmö","Commercial","Malmö","","Sweden","Outgoing","Scheduled",2010-03-01,2010,2603,0,18,3240
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2012-04-01,2012,4123,0,30,5400
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2007-06-01,2007,1944,0,12,2147
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2007-05-01,2007,1980,0,13,2340
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2007-12-01,2007,1901,0,14,2520
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2008-02-01,2008,1563,0,12,2160
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2008-03-01,2008,2633,0,18,3240
"Malmö","Commercial","Malmö","","Sweden","Incoming","Scheduled",2010-12-01,2010,2806,0,18,3240
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Non Scheduled",2009-08-01,2009,230,0,1,230
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2012-03-01,2012,4442,77,35,5768
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2011-03-01,2011,3205,0,22,3448
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2007-01-01,2007,2594,0,21,3195
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2007-03-01,2007,2755,0,25,3810
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2008-04-01,2008,2510,0,22,3256
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2008-08-01,2008,4128,0,30,4143
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2008-09-01,2008,2435,0,20,2700
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2009-08-01,2009,3979,0,31,4588
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2010-07-01,2010,4278,0,31,4588
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2010-06-01,2010,3635,0,27,3996
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2010-09-01,2010,3860,0,27,3996
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2010-04-01,2010,2024,0,17,2516
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2011-08-01,2011,5021,60,31,5326
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2007-10-01,2007,3411,0,29,4674
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2007-12-01,2007,2522,0,24,3552
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2007-09-01,2007,3723,0,30,4900
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2008-09-01,2008,2374,0,21,2835
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2008-12-01,2008,1625,0,12,1631
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2009-01-01,2009,1405,0,13,1755
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2010-02-01,2010,1624,0,12,1776
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Non Scheduled",2008-03-01,2008,97,0,1,168
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2011-02-01,2011,2393,0,17,2580
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2007-07-01,2007,4213,0,31,5102
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2007-02-01,2007,2436,0,20,2960
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2007-08-01,2007,4521,0,31,5032
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2007-10-01,2007,3880,0,29,4634
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2007-09-01,2007,4226,0,30,4820
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2009-02-01,2009,1491,0,12,1620
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2010-12-01,2010,2633,0,22,3318
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2012-05-01,2012,6356,0,45,7622
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2011-09-01,2011,4409,0,30,5014
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2011-07-01,2011,5253,252,31,5301
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2011-06-01,2011,4524,0,30,5260
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2011-05-01,2011,4631,239,31,4944
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2008-05-01,2008,2327,0,23,3105
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2009-02-01,2009,1528,0,12,1620
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2009-06-01,2009,2717,0,24,3552
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2010-04-01,2010,2281,0,17,2516
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2010-03-01,2010,1889,0,14,2072
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2010-01-01,2010,1574,0,13,1924
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2011-08-01,2011,5125,9,31,5326
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2007-06-01,2007,4387,0,30,4968
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2009-03-01,2009,1795,0,14,1890
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2010-10-01,2010,3111,0,22,3256
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2010-08-01,2010,4354,0,31,4588
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2012-03-01,2012,4583,0,36,5928
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2011-12-01,2011,3205,0,23,3442
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2012-01-01,2012,2337,15,19,2812
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2011-03-01,2011,3127,0,22,3448
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2007-07-01,2007,4487,0,31,5120
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2007-04-01,2007,3991,0,30,5012
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2008-03-01,2008,1746,0,23,3404
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2008-08-01,2008,4095,0,31,4211
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Non Scheduled",2007-05-01,2007,0,0,1,245
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2011-12-01,2011,2913,0,23,3442
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2008-03-01,2008,2628,0,23,3404
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2009-04-01,2009,2212,0,17,2516
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2010-03-01,2010,1911,0,14,2072
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2010-01-01,2010,1686,0,13,1924
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2011-01-01,2011,2125,0,17,2516
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2007-01-01,2007,2016,0,21,3195
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2008-02-01,2008,1929,0,21,3108
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2008-04-01,2008,2092,0,22,3256
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2009-04-01,2009,2197,0,17,2516
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2010-11-01,2010,3036,0,22,3256
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2009-11-01,2009,1601,0,13,1755
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2009-10-01,2009,2023,0,17,2295
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2010-08-01,2010,4396,0,31,4588
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2010-05-01,2010,3372,0,26,3848
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Non Scheduled",2011-01-01,2011,0,0,1,0
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Non Scheduled",2008-06-01,2008,0,0,1,0
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2011-07-01,2011,4996,0,31,5194
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2008-11-01,2008,1637,0,13,1755
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2008-12-01,2008,1355,0,12,1620
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2010-11-01,2010,3081,0,22,3256
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2010-02-01,2010,1616,0,12,1776
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2011-11-01,2011,2836,120,21,3108
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2011-04-01,2011,4288,0,26,4370
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2008-10-01,2008,2050,0,21,2835
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2009-09-01,2009,2659,0,24,3240
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2009-08-01,2009,3858,0,31,4588
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2010-07-01,2010,4158,0,30,4440
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2010-06-01,2010,3730,0,27,3996
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Non Scheduled",2009-03-01,2009,234,0,1,234
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Non Scheduled",2009-10-01,2009,0,0,1,0
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Non Scheduled",2008-03-01,2008,96,0,1,168
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2011-09-01,2011,4872,0,30,5014
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2007-05-01,2007,4177,0,31,5162
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2008-07-01,2008,3848,0,31,4185
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2008-10-01,2008,2463,0,21,2835
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2009-09-01,2009,2817,0,24,3240
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2009-11-01,2009,1724,0,13,1768
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2009-10-01,2009,2081,0,17,2295
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2012-04-01,2012,5502,0,42,7146
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2011-10-01,2011,3610,0,23,3886
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2007-06-01,2007,3915,0,30,4948
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2008-11-01,2008,1740,0,13,1755
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2009-05-01,2009,2369,0,20,2960
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2010-09-01,2010,3636,0,27,3996
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2012-06-01,2012,6847,30,43,7345
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2012-05-01,2012,5942,120,45,7622
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2012-04-01,2012,5863,38,42,6911
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2011-11-01,2011,2929,42,21,3108
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2012-02-01,2012,2750,0,22,3461
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2011-01-01,2011,2517,0,18,2664
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2011-06-01,2011,4727,60,30,5260
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2011-05-01,2011,4770,0,31,4959
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2008-05-01,2008,2464,0,23,3105
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2008-06-01,2008,2792,0,22,2970
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2008-01-01,2008,2196,0,23,3404
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2009-06-01,2009,2852,0,24,3552
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2009-07-01,2009,3876,0,31,4588
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2011-02-01,2011,2405,0,17,2580
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2007-03-01,2007,2867,0,25,3832
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2007-05-01,2007,4226,0,31,5162
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2007-11-01,2007,2164,0,22,3256
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2007-08-01,2007,4203,0,31,5048
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2008-07-01,2008,4039,0,31,4185
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2010-12-01,2010,2911,0,21,3108
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2010-10-01,2010,3023,0,22,3256
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Non Scheduled",2008-05-01,2008,0,0,1,189
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2011-10-01,2011,3875,8,23,3937
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2012-01-01,2012,2596,90,19,2812
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2011-04-01,2011,4126,0,26,4356
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2007-04-01,2007,4353,0,30,5012
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2007-11-01,2007,2153,0,22,3256
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2007-12-01,2007,2136,0,24,3552
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2008-02-01,2008,2299,0,21,3108
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2009-01-01,2009,1630,0,13,1755
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2009-05-01,2009,2334,0,20,2960
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2009-12-01,2009,1837,0,15,2220
"Manchester","Commercial","Manchester","","United Kingdom","Outgoing","Scheduled",2010-05-01,2010,3310,0,27,3996
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2012-06-01,2012,6594,0,43,7345
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2012-02-01,2012,2645,0,22,3461
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2007-02-01,2007,2413,0,20,2960
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2008-06-01,2008,2730,0,22,2970
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2008-01-01,2008,1832,0,23,3404
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2009-03-01,2009,1904,0,14,1904
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2009-07-01,2009,4031,0,31,4588
"Manchester","Commercial","Manchester","","United Kingdom","Incoming","Scheduled",2009-12-01,2009,1918,0,14,2072
"Mannheim","Commercial","Mannheim","Germany ED","Germany","Incoming","Non Scheduled",2010-03-01,2010,0,0,1,0
"Manston","Commercial","Manston","","United Kingdom","Outgoing","Non Scheduled",2008-09-01,2008,0,0,1,189
"Manston","Commercial","Manston","","United Kingdom","Incoming","Non Scheduled",2009-10-01,2009,0,0,1,211
"Maribor","Commercial","Maribor","","Slovenia","Incoming","Non Scheduled",2008-09-01,2008,0,0,1,151
"Maribor","Commercial","Maribor","","Slovenia","Incoming","Non Scheduled",2008-12-01,2008,0,0,2,302
"Maribor","Commercial","Maribor","","Slovenia","Incoming","Non Scheduled",2009-06-01,2009,0,0,1,0
"Maribor","Commercial","Maribor","","Slovenia","Outgoing","Non Scheduled",2008-12-01,2008,0,0,1,151
"Marl-Loemuehle","Commercial","Marl-Loemuehle","Germany ED","Germany","Outgoing","Non Scheduled",2011-09-01,2011,0,0,1,0
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Non Scheduled",2007-02-01,2007,0,0,1,117
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2007-05-01,2007,3333,0,50,5694
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2007-12-01,2007,1839,0,26,2933
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2008-02-01,2008,1076,0,26,3358
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2008-04-01,2008,1375,0,30,4094
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2008-06-01,2008,3093,0,42,5801
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2008-01-01,2008,1191,0,29,3701
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2009-06-01,2009,3058,0,37,4343
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2010-09-01,2010,2758,0,32,4275
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2007-08-01,2007,4421,0,48,5223
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2008-05-01,2008,2709,0,39,5676
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2008-11-01,2008,2136,0,39,5117
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2009-04-01,2009,2639,0,39,5353
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2009-07-01,2009,3065,0,41,4739
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2010-12-01,2010,2102,0,29,3608
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2010-02-01,2010,1466,0,26,2721
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Non Scheduled",2011-07-01,2011,171,0,1,180
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Non Scheduled",2007-10-01,2007,0,0,1,180
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Non Scheduled",2008-03-01,2008,51,0,4,200
