"destination","commercial.flag","city","region","country","fligh.direction","flight.type","date","date.year","nbr.of.passengers","cargo.weight","nbr.of.flights","seat.capacity"
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2011-08-01,2011,3124,0,44,4496
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2011-05-01,2011,2214,0,32,2944
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2008-10-01,2008,2246,0,36,4353
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2009-09-01,2009,3118,0,43,4538
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2010-10-01,2010,2598,0,33,3985
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2010-07-01,2010,3161,0,34,4118
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2010-05-01,2010,2682,0,32,4339
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2010-08-01,2010,2963,0,35,4181
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2010-03-01,2010,2018,0,39,3936
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2012-05-01,2012,2121,0,14,2520
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2007-06-01,2007,3487,0,47,5002
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2007-07-01,2007,3811,0,45,4888
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2007-02-01,2007,2058,0,28,3751
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2007-04-01,2007,3191,0,46,4664
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2007-10-01,2007,3238,0,44,5892
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2008-04-01,2008,1567,0,30,4094
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2007-12-01,2007,1490,0,27,3035
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2008-01-01,2008,1906,0,28,3556
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2010-09-01,2010,2854,0,32,4277
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2010-08-01,2010,3046,0,35,4181
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Non Scheduled",2007-05-01,2007,143,0,1,180
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Non Scheduled",2008-12-01,2008,34,0,1,109
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2011-09-01,2011,2894,0,38,4132
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2011-03-01,2011,1834,0,32,2873
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2007-10-01,2007,3326,0,45,6072
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2007-08-01,2007,4113,0,50,5575
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2009-04-01,2009,2723,0,42,5692
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2011-11-01,2011,2499,0,31,3970
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2011-10-01,2011,2870,0,40,4319
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2011-12-01,2011,2588,0,33,4134
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2011-02-01,2011,1336,0,24,2150
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2007-05-01,2007,3474,0,50,5564
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2008-10-01,2008,2334,0,35,4251
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2010-05-01,2010,2551,0,32,4339
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2010-10-01,2010,2590,0,33,3985
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Non Scheduled",2008-03-01,2008,26,0,4,200
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Non Scheduled",2007-06-01,2007,2,0,1,112
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Non Scheduled",2008-10-01,2008,3,0,1,102
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2011-12-01,2011,2983,0,33,4089
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2011-11-01,2011,2159,0,30,3894
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2011-06-01,2011,2943,0,38,4822
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2007-07-01,2007,4035,0,44,4838
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2008-03-01,2008,1642,0,34,3892
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2008-11-01,2008,1926,0,40,5297
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2010-11-01,2010,2059,0,30,3525
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2009-08-01,2009,3213,0,42,4387
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2012-04-01,2012,1738,0,12,2160
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2011-09-01,2011,2988,0,38,4144
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2011-05-01,2011,2179,0,32,2944
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2011-03-01,2011,1897,0,32,2873
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2007-03-01,2007,2578,0,41,4707
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2008-03-01,2008,1635,140,32,3532
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2010-03-01,2010,1991,0,39,3936
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Non Scheduled",2007-11-01,2007,0,0,1,33
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2011-04-01,2011,2559,0,39,3578
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2011-02-01,2011,1357,41,24,2150
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2007-02-01,2007,1659,0,28,3751
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2007-03-01,2007,2498,0,44,4857
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2007-06-01,2007,3391,0,47,4882
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2008-05-01,2008,2451,0,39,5651
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2008-07-01,2008,4097,0,44,5487
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2009-03-01,2009,2188,0,34,4842
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2010-04-01,2010,1733,0,26,3330
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2010-01-01,2010,1392,0,28,3022
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2012-06-01,2012,1909,0,13,2340
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2011-04-01,2011,2503,0,39,3578
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2007-01-01,2007,2644,0,33,4414
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2008-09-01,2008,3286,0,43,5548
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2009-05-01,2009,2405,0,35,4108
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2009-08-01,2009,3428,0,41,4314
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2009-09-01,2009,3012,0,43,4538
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2009-10-01,2009,3463,0,45,5199
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2009-12-01,2009,1933,0,33,3999
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2012-01-01,2012,1938,0,30,3667
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2007-04-01,2007,3097,0,47,4844
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2008-09-01,2008,2926,0,43,5500
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2008-08-01,2008,3293,0,44,5097
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2009-05-01,2009,2429,0,36,4050
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2009-11-01,2009,1922,0,37,3863
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2010-12-01,2010,2366,0,29,3608
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2011-07-01,2011,2861,0,41,4157
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2008-06-01,2008,2952,0,42,5801
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2008-07-01,2008,3670,0,44,5487
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2009-01-01,2009,2295,0,40,5264
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2009-03-01,2009,2185,0,35,5022
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2010-07-01,2010,3006,0,34,4118
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2012-04-01,2012,1710,0,12,2160
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2012-03-01,2012,1922,0,14,2520
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2011-10-01,2011,2776,0,40,4319
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2011-07-01,2011,3167,413,42,4278
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2007-09-01,2007,3947,0,47,6395
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2008-12-01,2008,2240,0,36,4802
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2009-01-01,2009,1708,0,41,5432
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2009-10-01,2009,3714,0,45,5199
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2009-07-01,2009,3372,0,43,4920
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2010-06-01,2010,2647,0,29,4245
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2012-02-01,2012,1220,0,11,1876
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2007-11-01,2007,2098,0,33,3846
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2007-09-01,2007,4385,0,48,6575
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2008-12-01,2008,1877,0,35,4693
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2008-08-01,2008,4024,0,44,5097
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2009-02-01,2009,1971,0,31,3836
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2009-06-01,2009,2758,0,34,3992
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2009-11-01,2009,2374,0,40,4295
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2010-06-01,2010,2694,0,29,4245
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2010-04-01,2010,1834,0,27,3439
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2010-01-01,2010,1741,0,29,3261
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Non Scheduled",2007-06-01,2007,166,0,1,180
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2012-06-01,2012,1887,0,13,2340
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2012-05-01,2012,2128,0,14,2520
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2012-02-01,2012,1152,0,11,1876
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2011-01-01,2011,1633,0,30,3275
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2007-01-01,2007,1625,0,34,4594
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2007-11-01,2007,1696,0,34,3948
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2009-02-01,2009,1859,0,31,3836
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2009-12-01,2009,2386,0,33,4004
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Outgoing","Scheduled",2010-02-01,2010,1448,0,27,2901
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2012-03-01,2012,1862,0,14,2520
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2011-08-01,2011,3232,0,44,4496
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2012-01-01,2012,2331,0,30,3667
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2011-01-01,2011,1936,0,29,3154
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2011-06-01,2011,3016,0,38,4822
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2008-02-01,2008,1304,0,26,3358
"Tirgu Mures","Commercial","Tirgu Mures","","Romania","Incoming","Scheduled",2010-11-01,2010,2451,0,30,3525
"Marsa Alam","Commercial","Marsa Alam","","Egypt","Incoming","Non Scheduled",2010-09-01,2010,123,0,2,340
"Marseille","Commercial","Marseille","","France","Incoming","Non Scheduled",2011-09-01,2011,108,0,1,180
"Marseille","Commercial","Marseille","","France","Incoming","Non Scheduled",2011-06-01,2011,107,0,1,131
"Marseille","Commercial","Marseille","","France","Incoming","Non Scheduled",2010-06-01,2010,193,0,2,339
"Marseille","Commercial","Marseille","","France","Outgoing","Non Scheduled",2011-06-01,2011,176,0,1,189
"Marseille","Commercial","Marseille","","France","Outgoing","Non Scheduled",2009-08-01,2009,0,0,1,0
"Marseille","Commercial","Marseille","","France","Outgoing","Non Scheduled",2007-05-01,2007,130,0,1,189
"Marseille","Commercial","Marseille","","France","Outgoing","Non Scheduled",2010-10-01,2010,0,1400,1,0
"Marseille","Commercial","Marseille","","France","Outgoing","Non Scheduled",2011-11-01,2011,23,0,1,23
"Marseille","Commercial","Marseille","","France","Incoming","Non Scheduled",2011-11-01,2011,0,0,1,0
"Marseille","Commercial","Marseille","","France","Incoming","Non Scheduled",2007-07-01,2007,48,0,1,131
"Marseille","Commercial","Marseille","","France","Outgoing","Scheduled",2008-07-01,2008,0,2685,1,0
"Marseille","Commercial","Marseille","","France","Incoming","Non Scheduled",2007-05-01,2007,94,0,1,186
"Marseille","Commercial","Marseille","","France","Incoming","Non Scheduled",2008-05-01,2008,22,0,1,180
"Marseille","Commercial","Marseille","","France","Incoming","Non Scheduled",2008-01-01,2008,0,0,1,156
"Marseille","Commercial","Marseille","","France","Outgoing","Non Scheduled",2007-09-01,2007,214,0,2,348
"Marseille","Commercial","Marseille","","France","Outgoing","Non Scheduled",2009-01-01,2009,0,3759,1,0
"Marseille","Commercial","Marseille","","France","Outgoing","Non Scheduled",2010-06-01,2010,142,0,1,144
"Marseille","Commercial","Marseille","","France","Incoming","Non Scheduled",2007-09-01,2007,111,0,1,189
"Marseille","Commercial","Marseille","","France","Outgoing","Non Scheduled",2009-09-01,2009,197,0,2,378
"Marseille","Commercial","Marseille","","France","Outgoing","Non Scheduled",2010-05-01,2010,50,0,1,189
"Marseille","Commercial","Marseille","","France","Outgoing","Scheduled",2011-08-01,2011,0,0,1,0
"Memmingen","Commercial","Memmingen","Germany ED","Germany","Incoming","Non Scheduled",2009-08-01,2009,0,0,1,135
"Memmingen","Commercial","Memmingen","Germany ED","Germany","Incoming","Scheduled",2012-03-01,2012,989,0,11,2079
"Memmingen","Commercial","Memmingen","Germany ED","Germany","Outgoing","Scheduled",2012-03-01,2012,928,0,11,2079
"Memmingen","Commercial","Memmingen","Germany ED","Germany","Incoming","Scheduled",2012-06-01,2012,1319,0,13,2457
"Memmingen","Commercial","Memmingen","Germany ED","Germany","Incoming","Non Scheduled",2009-12-01,2009,0,0,1,180
"Memmingen","Commercial","Memmingen","Germany ED","Germany","Incoming","Scheduled",2012-02-01,2012,385,0,5,945
"Memmingen","Commercial","Memmingen","Germany ED","Germany","Outgoing","Scheduled",2012-06-01,2012,1459,0,13,2457
"Memmingen","Commercial","Memmingen","Germany ED","Germany","Outgoing","Scheduled",2012-05-01,2012,1355,0,14,2646
"Memmingen","Commercial","Memmingen","Germany ED","Germany","Outgoing","Scheduled",2012-04-01,2012,1269,0,12,2268
"Memmingen","Commercial","Memmingen","Germany ED","Germany","Outgoing","Non Scheduled",2009-08-01,2009,107,0,1,144
"Memmingen","Commercial","Memmingen","Germany ED","Germany","Outgoing","Scheduled",2012-02-01,2012,320,0,5,945
"Memmingen","Commercial","Memmingen","Germany ED","Germany","Incoming","Scheduled",2012-05-01,2012,1517,0,14,2646
"Memmingen","Commercial","Memmingen","Germany ED","Germany","Incoming","Scheduled",2012-04-01,2012,1225,0,12,2268
"Metz/Frescaty","Commercial","Metz","","France","Incoming","Non Scheduled",2009-05-01,2009,87,0,1,105
"Metz/Frescaty","Commercial","Metz","","France","Outgoing","Non Scheduled",2008-03-01,2008,0,0,1,190
"Mielec","Commercial","Mielec","","Poland","Incoming","Non Scheduled",2011-10-01,2011,30,0,1,30
"Milan/Malpensa","Commercial","Milan","","Italy","Outgoing","Non Scheduled",2008-11-01,2008,114,0,1,141
"Milan/Malpensa","Commercial","Milan","","Italy","Incoming","Non Scheduled",2007-09-01,2007,0,0,1,50
